"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Mar 05 01:19:51 GMT 2025","Wed Mar 05 01:19:54 GMT 2025","3312","","Google Search","","Search for Other Teams","","Search for Other Teams",""
"failed","Wed Mar 05 01:19:47 GMT 2025","Wed Mar 05 01:19:51 GMT 2025","3781","","Google Search","","Search for Other Teams","","Search for Other Teams",""
"failed","Wed Mar 05 01:19:41 GMT 2025","Wed Mar 05 01:19:47 GMT 2025","6296","","Google Search","","Search only For Boca Juniors","","Search only For Boca Juniors",""
"failed","Wed Mar 05 01:19:54 GMT 2025","Wed Mar 05 01:19:57 GMT 2025","3198","","Google Search","","Just a failing test","","Just a failing test",""
