"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Wed Mar 22 02:22:19 GMT 2023","Wed Mar 22 02:22:21 GMT 2023","1570","","Google Search","","Search only For Boca Juniors","","Search only For Boca Juniors",""
"skipped","Wed Mar 22 02:22:21 GMT 2023","Wed Mar 22 02:22:22 GMT 2023","926","","Google Search","","Search for Other Teams","","Search for Other Teams",""
"skipped","Wed Mar 22 02:22:22 GMT 2023","Wed Mar 22 02:22:23 GMT 2023","940","","Google Search","","Search for Other Teams","","Search for Other Teams",""
"skipped","Wed Mar 22 02:22:23 GMT 2023","Wed Mar 22 02:22:23 GMT 2023","852","","Google Search","","Just a failing test","","Just a failing test",""
