"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Wed Mar 29 02:32:59 GMT 2023","Wed Mar 29 02:33:00 GMT 2023","1059","","Google Search","","Just a failing test","","Just a failing test",""
"skipped","Wed Mar 29 02:32:57 GMT 2023","Wed Mar 29 02:32:59 GMT 2023","1602","","Google Search","","Search for Other Teams","","Search for Other Teams",""
"skipped","Wed Mar 29 02:32:45 GMT 2023","Wed Mar 29 02:32:56 GMT 2023","11275","","Google Search","","Search only For Boca Juniors","","Search only For Boca Juniors",""
"skipped","Wed Mar 29 02:32:56 GMT 2023","Wed Mar 29 02:32:57 GMT 2023","971","","Google Search","","Search for Other Teams","","Search for Other Teams",""
